StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,article_id,title,initials,access_article,access_supp,design,design_ev,design_judg,design_judg_4_TEXT,design_judg_rat,comments
2019-12-02 13:55:13,2019-12-02 13:58:34,IP Address,100,201,True,2019-12-02 13:58:34,R_cSJ78Dya11W3NsJ,anonymous,EN-GB,Celis2019lity1795,Walking Pace Is Associated with Lower Risk of All-Cause and Cause-Specific Mortality,MG,Yes,Yes,no_statement,,cohort,,"UK Biobank participants (318,185 [54%] women) age 40 to 69 yr were included. Walking pace and total walking time were self-reported. The outcomes comprised: all-cause mortality as well as incidence and mortality from CVD, respiratory disease and cancer. The associations were investigated using Cox proportional hazard models.",
2019-12-02 13:58:37,2019-12-02 14:12:14,IP Address,100,817,True,2019-12-02 14:12:15,R_2dW5iSi0HAR1WmJ,anonymous,EN-GB,Doiro2017orts1353,Residential Air Pollution and Associations with Wheeze and Shortness of Breath in Adults: A Combined Analysis of Cross-Sectional Data from Two Large European Cohorts,MG,Yes,Yes,cross-sectional,"Cross-sectional analyses explored associations between prevalence of self-reported wheeze and shortness of breath and annual mean particulate matter with aerodynamic diameter <2.5μm, 2.5–10μm, and <10μm (PM2.5, PMcoarse, and PM10, respectively) and nitrogen dioxide (NO2) concentrations at place of residence using logistic regression.",,,,
2019-12-02 14:12:17,2019-12-02 14:18:30,IP Address,100,373,True,2019-12-02 14:18:30,R_Y9v5O66pSvlhh0R,anonymous,EN-GB,Moore2014 age7720,"Relation between speech-in-noise threshold, hearing loss and cognition from 40-69 years of age",MG,Yes,Yes,no_statement,,cross-sectional,,no evidence of follow up and no evidence of participant selection based on the presence of an exposure,
2019-12-02 14:18:35,2019-12-02 14:21:40,IP Address,100,185,True,2019-12-02 14:21:40,R_3ssRJTnb95xDxHY,anonymous,EN-GB,McCor2014tion4711,Association of dietary factors with presence and severity of tinnitus in a middle-aged UK population,MG,Yes,Yes,cross-sectional,"This study used the UK Biobank resource, a large cross-sectional study of adults aged 40–69.",,,,
2019-12-02 14:21:42,2019-12-02 14:30:51,IP Address,100,548,True,2019-12-02 14:30:52,R_22lUAXUR0ngCJWI,anonymous,EN-GB,Dawes2015sion9616,"Hearing loss and cognition: the role of hearing AIDS, social isolation and depression",MG,Yes,Not present,no_statement,,cross-sectional,,Hearing aid use was associated with better cognition in a large cross-sectional study of UK adults.,
2019-12-02 14:31:12,2019-12-02 14:32:49,IP Address,100,97,True,2019-12-02 14:32:50,R_3iRteiLzHslLeRW,anonymous,EN-GB,Dare2015tion3579,"Relationship between smoking and obesity: a cross-sectional study of 499,504 middle-aged adults in the UK general population",MG,Yes,Not present,cross-sectional,"Relationship between Smoking and Obesity: A Cross-Sectional Study of 499,504 Middle-Aged Adults in the UK General Population",,,,
2019-12-02 14:32:53,2019-12-02 14:38:31,IP Address,100,338,True,2019-12-02 14:38:31,R_SUYLEhICvHqEV33,anonymous,EN-GB,Dawes2015hood6590,"The Effect of Prenatal and Childhood Development on Hearing, Vision and Cognition in Adulthood",MG,Yes,Not present,cross-sectional,"The study was observational with cross-sectional and longitudinal measurement, and it is not possible to establish a causal link between early development factors and adult cognitive and sensory function.",,,,
2019-12-02 14:38:34,2019-12-02 15:18:00,IP Address,100,2366,True,2019-12-02 15:18:00,R_3fwxTc3jAo5QYPZ,anonymous,EN-GB,Cumbe2015tudy9780,Frequency and Distribution of Refractive Error in Adult Life: Methodology and Findings of the UK Biobank Study,MG,Yes,Yes,no_statement,,cross-sectional,,"We report the success of the UK Biobank (UKBB) study in delivering from a generic epidemiological study a high quality cross-sectional dataset on refractive error which is without parallel in scale. ",
2019-12-02 15:18:03,2019-12-02 15:19:43,IP Address,100,99,True,2019-12-02 15:19:43,R_UL8ft7ryn4SMbFD,anonymous,EN-GB,Cassi2017ants7982,"The cardio-metabolic impact of taking commonly prescribed analgesic drugs in 133,401 UK Biobank participants",MG,Yes,Yes,cross-sectional,"A cross-sectional analysis was conducted on baseline data from the UK Biobank. ",,,,
2019-12-02 15:19:46,2019-12-02 15:22:18,IP Address,100,151,True,2019-12-02 15:22:18,R_2EGFwUwgbBBsvSa,anonymous,EN-GB,Al-Aj2018tors1097,Risk of breast cancer in the UK biobank female cohort and its relationship to anthropometric and reproductive factors,MG,Yes,Yes,no_statement,,cohort,,"Over the 9 years of follow up the total number of BC cases were 14,231",
2019-12-02 15:22:22,2019-12-02 15:24:25,IP Address,100,123,True,2019-12-02 15:24:26,R_1gcFwXCT4taJpdc,anonymous,EN-GB,Pilli2018ears3504,"Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years",MG,Yes,Yes,no_statement,,cohort,,"Red cell distribution width and common disease onsets in 240,477 healthy volunteers followed for up to 9 years",
2019-12-02 15:24:31,2019-12-02 15:26:35,IP Address,100,123,True,2019-12-02 15:26:35,R_1PbWZEmfNt1CTn7,anonymous,EN-GB,Abboo2018bank0207,The link between ankylosing spondylitis and oral health conditions: two nested case-control studies using data of the UK Biobank,MG,Yes,Not present,case-control,The link between ankylosing spondylitis and oral health conditions: two nested case-control studies using data of the UK Biobank,,,,
2019-12-02 15:26:38,2019-12-02 15:28:03,IP Address,100,85,True,2019-12-02 15:28:03,R_2axyYCMc5nHrSJb,anonymous,EN-GB,Ntuk2014ants2966,"Ethnic-specific obesity cutoffs for diabetes risk: cross-sectional study of 490,288 UK biobank participants",MG,Yes,Yes,cross-sectional,"Ethnic-Specific Obesity Cutoffs for Diabetes Risk: Cross-sectional Study of 490,288 UK Biobank Participants",,,,
2019-12-02 15:28:16,2019-12-02 15:30:10,IP Address,100,113,True,2019-12-02 15:30:10,R_2EzxtkumwvrbqET,anonymous,EN-GB,Celis2017tudy0921,"Associations Between Diabetes and Both Cardiovascular Disease and All-Cause Mortality Are Modified by Grip Strength: Evidence From UK Biobank, a Prospective Population-Based Cohort Study",MG,Yes,Yes,cohort,"Associations Between Diabetes and Both Cardiovascular Disease and All-Cause Mortality Are Modified by Grip Strength: Evidence From UK Biobank, a Prospective Population-Based Cohort Study",,,,
2019-12-02 15:30:13,2019-12-02 15:32:51,IP Address,100,158,True,2019-12-02 15:32:52,R_2ALoLv5SEhtfNPm,anonymous,EN-GB,Jenki2018king2508,"Adiposity-Mortality Relationships in Type 2 Diabetes, Coronary Heart Disease, and Cancer Subgroups in the UK Biobank, and Their Modification by Smoking",MG,Yes,Yes,cohort,We therefore assessed the relationships between several measures of adiposity and mortality in a prospective cohort of UK Biobank participants,,,,
2019-12-02 15:32:55,2019-12-02 15:35:50,IP Address,100,175,True,2019-12-02 15:35:51,R_2tGdNrMKxtYtQOF,anonymous,EN-GB,Malon2016mple7729,Ethnic differences in sleep duration and morning-evening type in a population sample,MG,Yes,Not present,cross-sectional,This cross-sectional population study examined associations of sleep duration and morning–evening type with sociodemographic and cardiometabolic disease in adults participating in the UK Biobank study (N = 439 933).,,,,
2019-12-02 15:35:54,2019-12-02 15:39:07,IP Address,100,192,True,2019-12-02 15:39:07,R_3Mo2iQ7sb2tVVow,anonymous,EN-GB,McCor2015tion4577,"Investigating the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a large middle-aged UK population",MG,Yes,Not present,no_statement,,cross-sectional,,"This study aimed to examine the association between tinnitus severity and symptoms of depression and anxiety, while controlling for neuroticism, in a cross-sectional sample of UK adults aged 40 to 69 years.",
2019-12-02 15:39:10,2019-12-02 15:42:34,IP Address,100,204,True,2019-12-02 15:42:34,R_XRlY7CPz4PgK8iR,anonymous,EN-GB,Keids2015sion6503,On the relationship between functional hearing and depression,MG,Yes,Not present,cross-sectional,"Design: Cross-sectional data from the UK Biobank resource, including subjective and behavioural measures of functional hearing and multifactorial measures of depressive episodes and symptoms, were accessed and analysed using multi-regression analyses.",,,,
2019-12-02 15:42:41,2019-12-02 15:47:55,IP Address,100,313,True,2019-12-02 15:47:55,R_1OUjnXzYyJqOIuS,anonymous,EN-GB,Elwoo2018bank.792,Healthy living and cancer: evidence from UK Biobank,MG,Yes,Not present,no_statement,,cohort,,"Data on lifestyle behaviours were provided by 343,150 subjects, and height and weight were measured at recruitment. 14,285 subjects were diagnosed with cancer during a median of 5.1 years of follow-up.",
2019-12-02 15:47:57,2019-12-02 15:50:49,IP Address,100,172,True,2019-12-02 15:50:49,R_2D6XgQChEHjpnD6,anonymous,EN-GB,Ronnb2014urce0326,The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource,MG,Yes,Not present,no_statement,,cross-sectional,,"The effect of functional hearing loss and age on long- and short-term visuospatial memory: evidence from the UK biobank resource ",
2019-12-02 15:50:52,2019-12-02 15:54:35,IP Address,100,223,True,2019-12-02 15:54:35,R_3eb1x8dH3fKbhs5,anonymous,EN-GB,Welch2017hort1189,Dietary Magnesium May Be Protective for Aging of Bone and Skeletal Muscle in Middle and Younger Older Age Men and Women: Cross-Sectional Findings from the UK Biobank Cohort,MG,Yes,Not present,cross-sectional,"We analysed cross-sectional associations between dietary magnesium and skeletal muscle mass (as fat free mass—FFM), grip strength, and bone density (BMD) in 156,575 men and women aged 39–72 years from the UK Biobank cohort.",,,,
2019-12-02 15:54:37,2019-12-02 15:57:07,IP Address,100,149,True,2019-12-02 15:57:07,R_2BsM8ZSaBZvDRz8,anonymous,EN-GB,Bowma2017ants7157,"Central adiposity and the overweight risk paradox in aging: follow-up of 130,473 UK Biobank participants",MG,Yes,Yes,no_statement,,cohort,,"This study followed 130,473 UK Biobank participants aged 60–69 y (baseline 2006–2010) for ≤8.3 y (n = 2974 deaths). ",
2019-12-02 15:57:09,2019-12-02 16:01:22,IP Address,100,253,True,2019-12-02 16:01:23,R_2f28uDudMNwZG3L,anonymous,EN-GB,Kim2017tudy6851,"Independent and joint associations of grip strength and adiposity with all-cause and cardiovascular disease mortality in 403,199 adults: the UK Biobank study",MG,Yes,Yes,no_statement,,cohort,,"Independent and joint associations of grip strength and adiposity with all-cause and cardiovascular disease mortality in 403,199 adults: the UK Biobank study ",
2019-12-02 16:01:37,2019-12-02 16:04:43,IP Address,100,185,True,2019-12-02 16:04:43,R_tFi5MafXH7kHpId,anonymous,EN-GB,Macfa2014tors5302,Self-Reported Facial Pain in UK Biobank Study: Prevalence and Associated Factors,MG,Yes,Not present,cross-sectional,"Cross-sectional population data were obtained from UK Biobank (www.ukbiobank.ac.uk/) study which was conducted in 2006 - 2010 and recruited over 500,000 people.",,,,
2019-12-02 16:04:45,2019-12-02 16:07:24,IP Address,100,159,True,2019-12-02 16:07:24,R_2WNcY8FG0uCbLNv,anonymous,EN-GB,Galla2018ants.129,"Risk factors and mortality associated with multimorbidity in people with stroke or transient ischaemic attack: a study of 8,751 UK Biobank participants",MG,Yes,Yes,no_statement,,cohort,,Median follow-up was 7 years.,
2019-12-02 16:07:28,2019-12-02 16:12:04,IP Address,100,276,True,2019-12-02 16:12:04,R_2al5KGFejQ4XK9N,anonymous,EN-GB,Pyrko2018ords1603,Quantitative characterization of biological age and frailty based on locomotor activity records,MG,Yes,Not present,no_statement,,cohort,,"We confirmed the association of “biological age” PC1 with mortality risks using the independent UKB dataset, which encompasses another 93597 individuals aged 43−78 years (mean of 62.4±7.8 yr) with 285 recorded deaths during a 3 year follow-up.",
2020-01-01 20:33:53,2020-01-01 20:46:42,IP Address,100,768,True,2020-01-01 20:46:42,R_1q57ci5yGg2tDXl,anonymous,EN-GB,Sarka2018ants.009,"Neighbourhood walkability and incidence of hypertension: Findings from the study of 429,334 UK Biobank participants",kd,Yes,Not present,cross-sectional,"""We acknowledge the limitations of the present study. A cross sectional design meant we cannot completely rule out the possibility ofhypertensive participants selectively choosing to reside in walkableneighbourhood""",,,,
2020-01-01 20:47:27,2020-01-01 20:56:59,IP Address,100,571,True,2020-01-01 20:57:00,R_beCAgDMvfIJwc2B,anonymous,EN-GB,Ntuk2014ants2966,"Ethnic-Specific Obesity Cutoffs for Diabetes Risk: Cross-sectional Study of 490,288 UK Biobank Participants",kd,Yes,Yes,cross-sectional,"""This cross-sectional study used baseline data from UK Biobank""",,,,
2020-01-02 15:37:36,2020-01-02 15:42:38,IP Address,100,302,True,2020-01-02 15:42:38,R_w6Izvcq50j3nURj,anonymous,EN-GB,Spenc2018ases1293,Medications that relax the lower oesophageal sphincter and risk of oesophageal cancer: An analysis of two independent population-based databases,MG,Yes,Not present,cohort,UK Biobank: study design A prospective cohort study was conducted.,,,,
